Player_id, won_contest, accurate_pass, touch_factor, aerial_won, saves, total_tackle_opp, yellow_card_opp, red_card_opp, goals, assists
68312,28.0,548.0,2.56985272604,323.0,0.0,9.0,10.0,0.0,15.0,2.0
124688,19.0,298.0,0.928810156685,31.0,0.0,11.0,0.0,0.0,7.0,3.0
32224,1.0,129.0,0.360880890181,6.0,0.0,3.0,0.0,0.0,0.0,0.0
100718,6.0,337.0,1.08846156671,7.0,0.0,12.0,0.0,0.0,0.0,0.0
8806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83895,19.0,182.0,0.749554686118,18.0,0.0,16.0,1.0,0.0,3.0,1.0
44055,56.0,783.0,1.97765531703,7.0,0.0,48.0,6.0,0.0,9.0,9.0
43742,0.0,27.0,0.0979216123477,3.0,0.0,2.0,0.0,0.0,0.0,0.0
19847,3.0,161.0,0.649555272796,48.0,0.0,11.0,0.0,0.0,1.0,0.0
69346,32.0,801.0,3.03623600007,7.0,0.0,45.0,2.0,0.0,9.0,13.0
69344,27.0,1585.0,3.70452985592,21.0,0.0,45.0,0.0,0.0,8.0,15.0
18181,3.0,290.0,1.26263402832,8.0,0.0,32.0,4.0,2.0,0.0,0.0
302206,3.0,74.0,0.283432095086,12.0,0.0,3.0,2.0,0.0,0.0,0.0
28416,21.0,61.0,0.348025116984,1.0,0.0,7.0,0.0,0.0,0.0,1.0
12462,6.0,586.0,1.84821855364,20.0,0.0,73.0,7.0,0.0,0.0,0.0
2837,27.0,361.0,1.59419707663,2.0,0.0,20.0,1.0,0.0,15.0,2.0
58761,31.0,328.0,1.23584220911,15.0,0.0,11.0,2.0,0.0,2.0,2.0
140889,0.0,0.0,0.00813008130081,0.0,0.0,1.0,0.0,0.0,0.0,0.0
